request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,use 3 installments starting 2026-04-04. Total payable is EUR 1192.05. This leaves at least EUR 2660.66 available during the 90-day forecast.
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,Pay EUR 2346.30 today. This leaves at least EUR 1889.35 available during the 90-day forecast.
request_176,367.0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1239.70 request. The full amount does not become safe within the 90-day forecast while protecting the EUR 600 minimum balance.
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,Pay USD 1017.60 today. This leaves at least USD 1390.53 available during the 90-day forecast.
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,use 3 installments starting 2024-12-07. Total payable is EUR 3055.62. This leaves at least EUR 6796.22 available during the 90-day forecast.
request_179,5790579.78,not_affordable,not_recommended,none,2025-07-16,none,"Do not proceed by 2025-07-15. Full payment first becomes safe on 2025-07-16, after the requested completion date."
request_180,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 66500 request. The full amount does not become safe within the 90-day forecast while protecting the INR 37300 minimum balance.
request_181,183.15,not_affordable,not_recommended,none,,none,Do not proceed with the USD 5059.20 request. The full amount does not become safe within the 90-day forecast while protecting the USD 2000 minimum balance.
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,Pay ZAR 65714 today. This leaves at least ZAR 40675.59 available during the 90-day forecast.
request_183,22982284.1,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-05-16,stop:event_16813,"Stop the recurring cloud storage expense, then use 3 installments starting 2026-04-10. Total payable is IDR 27940640.01. This leaves at least IDR 12075230.89 available during the 90-day forecast."
request_184,7134.15,not_affordable,not_recommended,none,,none,Do not proceed with the INR 251900 request. The full amount does not become safe within the 90-day forecast while protecting the INR 110800 minimum balance.
request_185,309.85,not_affordable,not_recommended,none,2026-01-16,none,"Do not proceed by 2026-01-15. Full payment first becomes safe on 2026-01-16, after the requested completion date."
request_186,3105.82,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 26554 request. The full amount does not become safe within the 90-day forecast while protecting the ZAR 22000 minimum balance.
request_187,37844.44,not_affordable,not_recommended,none,2024-11-16,none,"Do not proceed by 2024-11-15. Full payment first becomes safe on 2024-11-16, after the requested completion date."
request_188,102.94,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 2464 request. The full amount does not become safe within the 90-day forecast while protecting the EUR 900 minimum balance.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 today. This leaves at least EUR 474.48 available during the 90-day forecast.
request_190,478.57,not_affordable,not_recommended,none,2025-02-16,none,"Do not proceed by 2025-02-15. Full payment first becomes safe on 2025-02-16, after the requested completion date."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 today. This leaves at least EUR 601.51 available during the 90-day forecast.
request_192,163.74,not_affordable,not_recommended,none,,none,Do not proceed with the USD 2046 request. The full amount does not become safe within the 90-day forecast while protecting the USD 1000 minimum balance.
request_193,33.62,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-16,none,use 3 installments starting 2024-03-21. Total payable is EUR 1260.69. This leaves at least EUR 1033.62 available during the 90-day forecast.
request_194,39008.42,affordable_later,wait,2025-08-16:132800,2025-08-16,none,"Wait until 2025-08-16, then pay INR 132800 in full. Paying earlier would put the INR 113600 minimum balance at risk."
request_195,961.85,not_affordable,not_recommended,none,2026-03-16,none,"Do not proceed by 2026-03-11. Full payment first becomes safe on 2026-03-16, after the requested completion date."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 648.49 available during the 90-day forecast.
request_197,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 50939000 request. The full amount does not become safe within the 90-day forecast while protecting the IDR 26245900 minimum balance.
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 today. This leaves at least INR 152373.19 available during the 90-day forecast.
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,use 3 installments starting 2024-09-07. Total payable is IDR 24620960.01. This leaves at least IDR 120263881.42 available during the 90-day forecast.
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Pay IDR 21717000 today. This leaves at least IDR 24351759.97 available during the 90-day forecast.
request_201,23122198.12,affordable_with_plan,full_payment,2026-04-03:23997000,,stop:event_18493,"Stop the recurring streaming expense, then pay IDR 23997000 today. This leaves at least IDR 17632398.12 available during the 90-day forecast."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 today. This leaves at least INR 166645.66 available during the 90-day forecast.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,use 3 installments starting 2025-05-10. Total payable is EUR 1499.79. This leaves at least EUR 7250.03 available during the 90-day forecast.
request_204,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 588.74 request. The full amount does not become safe within the 90-day forecast while protecting the EUR 1300 minimum balance.
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 today. This leaves at least IDR 15505567.74 available during the 90-day forecast.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,use 3 installments starting 2025-08-03. Total payable is EUR 1460.88. This leaves at least EUR 4074.38 available during the 90-day forecast.
request_207,4516.76,affordable_later,wait,2026-07-16:11830,2026-07-16,none,"Wait until 2026-07-16, then pay ZAR 11830 in full. Paying earlier would put the ZAR 13600 minimum balance at risk."
request_208,3040802.28,affordable_later,wait,2024-06-16:4413000,2024-06-16,none,"Wait until 2024-06-16, then pay IDR 4413000 in full. Paying earlier would put the IDR 10470700 minimum balance at risk."
request_209,1660.21,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 56914 request. The full amount does not become safe within the 90-day forecast while protecting the ZAR 18400 minimum balance.
request_210,826.61,affordable_with_plan,installments,2026-04-06:471.48|2026-05-04:471.48|2026-06-01:471.48,2026-04-16,none,use 3 installments starting 2026-04-06. Total payable is USD 1414.44. This leaves at least USD 2355.13 available during the 90-day forecast.
request_211,235.01,affordable_with_plan,wait,2024-10-16:1788.60,2024-11-16,reduce_to:event_19432:37|reduce_to:event_19369:27.50,"Wait until 2024-10-16, then pay EUR 1788.60 in full. Paying earlier would put the EUR 1500 minimum balance at risk."
request_212,5554894.61,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 71934000 request. The full amount does not become safe within the 90-day forecast while protecting the IDR 29579800 minimum balance.
request_213,2375.44,not_affordable,not_recommended,none,,none,Do not proceed with the USD 3362.40 request. The full amount does not become safe within the 90-day forecast while protecting the USD 2100 minimum balance.
request_214,34145.8,affordable_with_plan,partial_payment,2024-12-04:34145.80|2024-12-16:35604.20,2024-12-16,reduce_to:event_19751:4395,"Reduce the recurring dining expense to INR 4395, then pay INR 34145.80 today and the remaining INR 35604.20 on 2024-12-16. This completes the full request while maintaining the required minimum balance."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,use 3 installments starting 2025-05-09. Total payable is ZAR 31185.45. This leaves at least ZAR 67875.98 available during the 90-day forecast.
request_216,391.22,not_affordable,not_recommended,none,2026-09-16,none,"Do not proceed by 2026-09-15. Full payment first becomes safe on 2026-09-16, after the requested completion date."
request_217,19583.4,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-16,none,use 3 installments starting 2024-03-19. Total payable is ZAR 38667.21. This leaves at least ZAR 27506.09 available during the 90-day forecast.
request_218,23339887.56,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-16,none,use 3 installments starting 2025-08-07. Total payable is IDR 63587679.99. This leaves at least IDR 36621194.23 available during the 90-day forecast.
request_219,665.13,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-16,none,use 3 installments starting 2026-04-07. Total payable is EUR 1740.03. This leaves at least EUR 1185.12 available during the 90-day forecast.
request_220,72.34,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 3118.50 request. The full amount does not become safe within the 90-day forecast while protecting the EUR 1100 minimum balance.
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today. This leaves at least INR 98042.29 available during the 90-day forecast.
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today. This leaves at least ZAR 80793.48 available during the 90-day forecast.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 997.42 available during the 90-day forecast.
request_224,8763366.61,affordable_with_plan,partial_payment,2025-02-04:8763366.61|2025-02-16:1563633.39,2025-02-16,none,pay IDR 8763366.61 today and the remaining IDR 1563633.39 on 2025-02-16. This completes the full request while maintaining the required minimum balance.
request_225,9590423.21,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-16,none,use 3 installments starting 2026-07-20. Total payable is IDR 22941360. This leaves at least IDR 18566453.38 available during the 90-day forecast.
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 today. This leaves at least INR 237293.45 available during the 90-day forecast.
request_227,7567.26,not_affordable,not_recommended,none,,none,Do not proceed with the INR 259700 request. The full amount does not become safe within the 90-day forecast while protecting the INR 62900 minimum balance.
request_228,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 63327000 request. The full amount does not become safe within the 90-day forecast while protecting the IDR 26191200 minimum balance.
request_229,434.66,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-16,none,use 3 installments starting 2024-03-18. Total payable is EUR 1587.87. This leaves at least EUR 1037.73 available during the 90-day forecast.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,Pay EUR 3537.60 today. This leaves at least EUR 3966.15 available during the 90-day forecast.
request_231,30710.57,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-03-16,reduce_to:event_21305:845.90,"Reduce the recurring dining expense to ZAR 845.90, then use 3 installments starting 2026-01-06. Total payable is ZAR 37134.24. This leaves at least ZAR 30801.21 available during the 90-day forecast."
request_232,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1970.10 request. The full amount does not become safe within the 90-day forecast while protecting the EUR 2400 minimum balance.
request_233,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 6241000 request. The full amount does not become safe within the 90-day forecast while protecting the IDR 10365700 minimum balance.
request_234,183.19,not_affordable,not_recommended,none,2026-09-16,none,"Do not proceed by 2026-09-15. Full payment first becomes safe on 2026-09-16, after the requested completion date."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 820.61 available during the 90-day forecast.
request_236,4962210.95,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 52383000 request. The full amount does not become safe within the 90-day forecast while protecting the IDR 16768600 minimum balance.
request_237,22228678.74,affordable_with_plan,full_payment,2026-04-05:23826000,,reduce_to:event_21813:548720,"Reduce the recurring shopping expense to IDR 548720, then pay IDR 23826000 today. This leaves at least IDR 23327779.26 available during the 90-day forecast."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,use 3 installments starting 2024-12-07. Total payable is USD 690.15. This leaves at least USD 1401.23 available during the 90-day forecast.
request_239,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the USD 642 request. The full amount does not become safe within the 90-day forecast while protecting the USD 600 minimum balance.
request_240,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 101200 request. The full amount does not become safe within the 90-day forecast while protecting the INR 52800 minimum balance.
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,use 3 installments starting 2024-03-17. Total payable is IDR 21894080.01. This leaves at least IDR 20888841.89 available during the 90-day forecast.
request_242,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1966.80 request. The full amount does not become safe within the 90-day forecast while protecting the EUR 600 minimum balance.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today. This leaves at least ZAR 22448.34 available during the 90-day forecast.
request_244,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 49918 request. The full amount does not become safe within the 90-day forecast while protecting the ZAR 45900 minimum balance.
request_245,20838.33,not_affordable,not_recommended,none,2026-01-16,none,"Do not proceed by 2026-01-15. Full payment first becomes safe on 2026-01-16, after the requested completion date."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,use 3 installments starting 2026-04-03. Total payable is ZAR 66649.44. This leaves at least ZAR 42281.74 available during the 90-day forecast.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,Pay EUR 1059.30 today. This leaves at least EUR 1332.02 available during the 90-day forecast.
request_248,937.87,affordable_with_plan,partial_payment,2025-02-07:937.87|2025-04-16:1027.73,2025-04-16,none,pay USD 937.87 today and the remaining USD 1027.73 on 2025-04-16. This completes the full request while maintaining the required minimum balance.
request_249,126.52,not_affordable,not_recommended,none,,none,Do not proceed with the USD 643.20 request. The full amount does not become safe within the 90-day forecast while protecting the USD 600 minimum balance.
request_250,15440.18,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 124278 request. The full amount does not become safe within the 90-day forecast while protecting the ZAR 35300 minimum balance.
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,No safe payment method matching the user's accepted payment preferences completes the request by 2025-06-06.
request_252,3988819.51,not_affordable,not_recommended,none,2026-09-16,none,"Do not proceed by 2026-09-15. Full payment first becomes safe on 2026-09-16, after the requested completion date."
request_253,1370.83,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-16,none,use 3 installments starting 2024-03-21. Total payable is EUR 2953.80. This leaves at least EUR 2369.05 available during the 90-day forecast.
request_254,534.21,not_affordable,not_recommended,none,2025-10-16,none,"Do not proceed by 2025-10-15. Full payment first becomes safe on 2025-10-16, after the requested completion date."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today. This leaves at least IDR 32521685.76 available during the 90-day forecast.
request_256,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 218700 request. The full amount does not become safe within the 90-day forecast while protecting the INR 168600 minimum balance.
request_257,317.96,not_affordable,not_recommended,none,2026-01-16,none,"Do not proceed by 2026-01-15. Full payment first becomes safe on 2026-01-16, after the requested completion date."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,Pay USD 1113.60 today. This leaves at least USD 1136.15 available during the 90-day forecast.
request_259,175.79,not_affordable,not_recommended,none,2024-11-16,none,"Do not proceed by 2024-11-15. Full payment first becomes safe on 2024-11-16, after the requested completion date."
request_260,6375023.47,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 52079000 request. The full amount does not become safe within the 90-day forecast while protecting the IDR 20727700 minimum balance.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,Pay EUR 1830.40 today. This leaves at least EUR 1777.84 available during the 90-day forecast.
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 today. This leaves at least IDR 57398846.82 available during the 90-day forecast.
request_263,5805.03,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 51546 request. The full amount does not become safe within the 90-day forecast while protecting the ZAR 24100 minimum balance.
request_264,23492.15,not_affordable,not_recommended,none,2026-06-16,none,"Do not proceed by 2026-06-15. Full payment first becomes safe on 2026-06-16, after the requested completion date."
request_265,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 45970 request. The full amount does not become safe within the 90-day forecast while protecting the INR 189700 minimum balance.
request_266,770.25,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-16,none,use 3 installments starting 2025-08-03. Total payable is EUR 972.39. This leaves at least EUR 927.39 available during the 90-day forecast.
request_267,1641.71,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-16,stop:event_24573,"Stop the recurring streaming expense, then use 3 installments starting 2026-01-08. Total payable is EUR 2001.99. This leaves at least EUR 1640.36 available during the 90-day forecast."
request_268,1041.5,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-16,none,use 3 installments starting 2024-06-14. Total payable is EUR 2523.66. This leaves at least EUR 1520.39 available during the 90-day forecast.
request_269,0.0,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 15490 request. The full amount does not become safe within the 90-day forecast while protecting the ZAR 23100 minimum balance.
request_270,96.77,not_affordable,not_recommended,none,2026-09-21,none,"Do not proceed by 2026-08-30. Full payment first becomes safe on 2026-09-21, after the requested completion date."
request_271,13812.36,not_affordable,not_recommended,none,2024-11-16,none,"Do not proceed by 2024-11-15. Full payment first becomes safe on 2024-11-16, after the requested completion date."
request_272,5415269.1,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-16,none,use 3 installments starting 2025-02-12. Total payable is IDR 14128400.01. This leaves at least IDR 8214402.43 available during the 90-day forecast.
request_273,9628167.38,affordable_with_plan,installments,2026-04-07:5498480|2026-05-05:5498480|2026-06-02:5498480,2026-04-16,none,use 3 installments starting 2026-04-07. Total payable is IDR 16495440. This leaves at least IDR 22904287.38 available during the 90-day forecast.
request_274,2057.57,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-16,reduce_to:event_25181:51.60,"Reduce the recurring shopping expense to EUR 51.60, then use 3 installments starting 2024-12-04. Total payable is EUR 2822.25. This leaves at least EUR 1842.49 available during the 90-day forecast."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today. This leaves at least IDR 13231420.77 available during the 90-day forecast.
